order_id,customer_id,order_date,region,gross_amount,tax_rate,discount_code,order_status
ORD-3153,5378,2025-07-31,,185.6,0.08,SAVE10,cancelled
ORD-3154,5256,2025-12-06,LATAM,447.68,0.08,SAVE10,cancelled
ORD-3155,5390,2025-01-12,,70.22,0.08,,pending
ORD-3156,5316,2025-07-07,North America,142.18,0.08,WELCOME,completed
ORD-3157,5342,2025-05-04,APAC,307.87,0.08,SAVE10,completed
ORD-3158,5069,2025-10-09,North America,208.23,0.08,,pending
ORD-3159,5475,2025-12-06T00:00:00,LATAM,49.13,0.08,,completed
ORD-3160,5460,2025-04-03,EMEA,375.97,0.08,WELCOME,cancelled
ORD-3161,5328,2025-08-17,,212.27,0.08,WELCOME,returned
ORD-3162,5364,2025-05-22,North America,319.43,0.08,,returned
ORD-3163,5126,2025-11-22,North America,465.64,0.08,,pending
ORD-3164,5104,2025-11-23,,172.57,0.08,,pending
ORD-3165,5262,2025-03-05,North America,382.54,0.08,,completed
ORD-3166,5025,2025-07-31,North America,168.05,0.08,,cancelled
ORD-3167,5408,2025-11-26,,295.56,0.08,,completed
ORD-3168,5445,2025-08-19,LATAM,443.29,0.08,,cancelled
ORD-3169,5381,2025-12-03T00:00:00,,439.88,0.08,,cancelled
ORD-3170,5104,2025-05-10,,202.3,0.08,,pending
ORD-3171,5455,2025-10-05,,490.35,0.08,WELCOME,pending
ORD-3172,5484,2025-02-20,APAC,334.95,0.08,,pending
ORD-3173,5471,2025-12-16,APAC,317.88,0.08,,completed
ORD-3174,5098,2025-06-05,EMEA,171.05,0.08,,pending
ORD-3175,5396,2025-01-27,EMEA,135.53,0.08,SAVE10,cancelled
ORD-3176,5243,2025-12-18,North America,248.23,0.08,,cancelled
ORD-3177,5334,2025-10-30,,96.14,0.08,,completed
ORD-3178,5269,2025-06-30,EMEA,161.07,0.08,,returned
ORD-3179,5482,2025-04-23T00:00:00,EMEA,239.86,0.08,SAVE10,completed
ORD-3180,5023,2025-12-17,APAC,121.32,0.08,,returned
ORD-3181,5115,2025-01-30,,272.26,0.08,,completed
ORD-3182,5295,2025-04-20,APAC,217.42,0.08,,pending
ORD-3183,5086,2025-09-27,North America,344.43,0.08,,returned
ORD-3184,5104,2025-11-26,North America,439.88,0.08,,pending
ORD-3185,5435,2025-05-24,North America,477.04,0.08,SAVE10,completed
ORD-3186,5379,2025-01-22,EMEA,55.58,0.08,,cancelled
ORD-3187,5093,2025-06-26,,425.81,0.08,SAVE10,pending
ORD-3188,5188,2025-04-20,North America,292.99,0.08,,cancelled
ORD-3189,5458,2025-08-28T00:00:00,APAC,51.67,0.08,,returned
ORD-3190,5215,2025-12-08,EMEA,203.88,0.08,,pending
ORD-3191,5071,2025-06-17,APAC,361.77,0.08,,pending
ORD-3192,5109,2025-01-19,North America,211.39,0.08,WELCOME,completed
ORD-3193,5264,2025-02-04,EMEA,467.35,0.08,,cancelled
ORD-3194,5340,2025-01-05,EMEA,355.5,0.08,,cancelled
ORD-3195,5113,2025-08-10,LATAM,345.03,0.08,SAVE10,completed
ORD-3196,5035,2025-02-02,EMEA,167.42,0.08,SAVE10,completed
ORD-3197,5352,2025-07-04,North America,423.8,0.08,WELCOME,completed
ORD-3198,5251,2025-11-20,LATAM,166.29,0.08,SAVE10,returned
ORD-3199,5347,2025-04-21T00:00:00,LATAM,228.13,0.08,SAVE10,pending
ORD-3200,5074,2025-08-26,EMEA,309.81,0.08,SAVE10,returned
ORD-3201,5000,2025-03-29,EMEA,377.62,0.08,SAVE10,returned
ORD-3202,5163,2025-12-26,LATAM,303.04,0.08,SAVE10,cancelled
ORD-3203,5463,2025-02-11,EMEA,147.09,0.08,WELCOME,returned
ORD-3204,5324,2025-12-07,,255.56,0.08,WELCOME,pending
ORD-3205,5327,2025-02-01,LATAM,241.51,0.08,,completed
ORD-3206,5086,2025-12-01,EMEA,37.78,0.08,WELCOME,returned
ORD-3207,5346,2025-07-02,North America,207.06,0.08,,returned
ORD-3208,5221,2025-09-25,APAC,488.32,0.08,WELCOME,returned
ORD-3209,5095,2025-08-22T00:00:00,LATAM,36.45,0.08,,pending
ORD-3210,5071,2025-06-28,,262.32,0.08,SAVE10,completed
ORD-3211,5347,2025-07-28,,266.87,0.08,,cancelled
ORD-3212,5206,2025-05-14,APAC,64.13,0.08,,returned
ORD-3213,5077,2025-11-01,EMEA,156.97,0.08,,completed
ORD-3214,5146,2025-01-31,LATAM,103.75,0.08,,returned
ORD-3215,5372,2025-04-27,LATAM,162.45,0.08,WELCOME,pending
ORD-3216,5128,2025-10-25,North America,384.07,0.08,SAVE10,returned
ORD-3217,5251,2025-05-28,LATAM,197.86,0.08,SAVE10,pending
ORD-3218,5194,2025-12-06,EMEA,272.88,0.08,SAVE10,returned
ORD-3219,5106,2025-04-18T00:00:00,,393.42,0.08,,cancelled
ORD-3220,5297,2025-01-15,EMEA,469.09,0.08,WELCOME,pending
ORD-3221,5357,2025-11-23,North America,169.03,0.08,WELCOME,completed
ORD-3222,5478,2025-09-18,,101.37,0.08,WELCOME,pending
ORD-3223,5212,2025-03-11,,277.83,0.08,,cancelled
ORD-3224,5328,2025-07-23,North America,47.56,0.08,,returned
ORD-3225,5373,2025-07-15,LATAM,336.33,0.08,,returned
ORD-3226,5264,2025-09-14,North America,156.51,0.08,WELCOME,cancelled
ORD-3227,5277,2025-04-10,EMEA,483.93,0.08,,pending
ORD-3228,5154,2025-10-27,APAC,175.76,0.08,WELCOME,completed
ORD-3229,5392,2025-09-14T00:00:00,LATAM,229.2,0.08,,pending
ORD-3230,5357,2025-06-16,APAC,190.01,0.08,,returned
ORD-3231,5218,2025-12-12,APAC,413.15,0.08,,cancelled
ORD-3232,5030,2025-05-16,APAC,404.85,0.08,WELCOME,cancelled
ORD-3233,5432,2025-01-03,North America,142.71,0.08,,completed
ORD-3234,5317,2025-08-22,EMEA,188.25,0.08,SAVE10,returned
ORD-3235,5240,2025-10-01,APAC,409.28,0.08,,pending
ORD-3236,5207,2025-03-29,EMEA,37.05,0.08,,pending
ORD-3237,5156,2025-09-17,APAC,66.23,0.08,,cancelled
ORD-3238,5385,2025-12-01,North America,466.16,0.08,SAVE10,completed
ORD-3239,5439,2025-09-15T00:00:00,APAC,209.72,0.08,,cancelled
ORD-3240,5126,2025-11-14,North America,327.49,0.08,SAVE10,completed
ORD-3241,5231,2025-12-26,,389.24,0.08,SAVE10,pending
ORD-3242,5124,2025-09-09,LATAM,134.27,0.08,,pending
ORD-3243,5001,2025-11-10,North America,366.91,0.08,SAVE10,pending
ORD-3244,5011,2025-06-04,APAC,163.57,0.08,,cancelled
ORD-3245,5164,2025-11-27,,290.97,0.08,WELCOME,pending
ORD-3246,5386,2025-03-28,,164.87,0.08,,returned
ORD-3247,5213,2025-02-13,EMEA,373.78,0.08,WELCOME,returned
ORD-3248,5103,2025-06-21,North America,271.58,0.08,,pending
ORD-3249,5129,2025-01-04T00:00:00,LATAM,223.37,0.08,,returned
ORD-3250,5169,2025-05-13,,155.18,0.08,SAVE10,cancelled
ORD-3251,5386,2025-06-02,APAC,393.89,0.08,WELCOME,pending
ORD-3252,5382,2025-08-28,,278.43,0.08,WELCOME,cancelled
ORD-3253,5244,2025-08-12,APAC,368.73,0.08,SAVE10,pending
ORD-3254,5244,2025-06-02,LATAM,116.62,0.08,,returned
ORD-3255,5311,2025-12-16,LATAM,220.24,0.08,SAVE10,returned
ORD-3256,5215,2025-03-30,EMEA,273.45,0.08,,completed
ORD-3257,5396,2025-07-08,,310.08,0.08,SAVE10,cancelled
ORD-3258,5393,2025-02-06,North America,105.17,0.08,SAVE10,cancelled
ORD-3259,5099,2025-04-05T00:00:00,,91.49,0.08,WELCOME,pending
ORD-3260,5039,2025-07-08,LATAM,436.75,0.08,WELCOME,returned
ORD-3261,5497,2025-09-05,EMEA,274.15,0.08,,completed
ORD-3262,5072,2025-01-30,,392.61,0.08,SAVE10,cancelled
ORD-3263,5246,2025-01-06,EMEA,225.5,0.08,,cancelled
ORD-3264,5121,2025-07-10,APAC,174.7,0.08,,returned
ORD-3265,5137,2025-02-02,LATAM,68.62,0.08,SAVE10,cancelled
ORD-3266,5398,2025-08-01,APAC,28.11,0.08,,pending
ORD-3267,5298,2025-01-27,LATAM,214.31,0.08,,completed
ORD-3268,5160,2025-10-03,North America,296.06,0.08,,returned
ORD-3269,5457,2025-10-27T00:00:00,North America,401.33,0.08,,returned
ORD-3270,5474,2025-06-19,EMEA,444.78,0.08,,returned
ORD-3271,5189,2025-07-30,APAC,308.88,0.08,,cancelled
ORD-3272,5145,2025-06-28,North America,88.93,0.08,,pending
ORD-3273,5255,2025-03-18,North America,222.25,0.08,,cancelled
ORD-3274,5385,2025-07-02,,390.92,0.08,,cancelled
ORD-3275,5118,2025-11-15,EMEA,150.91,0.08,,cancelled
ORD-3276,5400,2025-04-08,EMEA,250.47,0.08,,cancelled
ORD-3277,5256,2025-04-05,EMEA,343.66,0.08,WELCOME,cancelled
ORD-3278,5060,2025-09-25,,258.54,0.08,,completed
ORD-3279,5035,2025-12-12T00:00:00,APAC,162.22,0.08,,pending
ORD-3280,5116,2025-06-04,EMEA,164.73,0.08,,pending
ORD-3281,5377,2025-02-05,North America,146.87,0.08,WELCOME,cancelled
ORD-3282,5166,2025-10-10,EMEA,230.26,0.08,WELCOME,completed
ORD-3283,5286,2025-11-05,North America,466.83,0.08,SAVE10,returned
ORD-3284,5485,2025-10-07,LATAM,259.98,0.08,,pending
ORD-3285,5347,2025-07-13,EMEA,149.62,0.08,,completed
ORD-3286,5393,2025-09-16,North America,91.59,0.08,,completed
ORD-3287,5471,2025-03-06,North America,89.98,0.08,,cancelled
ORD-3288,5339,2025-09-07,,395.53,0.08,,completed
ORD-3289,5498,2025-02-13T00:00:00,LATAM,198.39,0.08,WELCOME,completed
ORD-3290,5039,2025-11-20,EMEA,393.45,0.08,WELCOME,completed
ORD-3291,5494,2025-10-31,North America,218.93,0.08,SAVE10,pending
ORD-3292,5382,2025-04-18,LATAM,491.76,0.08,SAVE10,cancelled
ORD-3293,5137,2025-12-24,APAC,304.32,0.08,,pending
ORD-3294,5255,2025-11-26,EMEA,197.8,0.08,,pending
ORD-3295,5034,2025-09-04,EMEA,214.67,0.08,SAVE10,cancelled
ORD-3296,5084,2025-12-01,LATAM,415.76,0.08,,completed
ORD-3297,5481,2025-09-08,North America,452.08,0.08,,returned
ORD-3298,5407,2025-12-19,LATAM,65.13,0.08,,cancelled
ORD-3299,5163,2025-12-27T00:00:00,North America,166.45,0.08,,cancelled
ORD-3300,5153,2025-11-04,North America,321.11,0.08,WELCOME,cancelled
ORD-3301,5299,2025-09-19,APAC,215.6,0.08,,cancelled
ORD-3302,5425,2025-01-15,LATAM,232.58,0.08,,completed
ORD-3303,5118,2025-07-21,APAC,111.94,0.08,SAVE10,cancelled
ORD-3304,5038,2025-03-06,APAC,303.5,0.08,WELCOME,pending
ORD-3305,5240,2025-05-12,APAC,262.85,0.08,SAVE10,pending
ORD-3306,5221,2025-08-26,APAC,116.67,0.08,,cancelled
ORD-3307,5352,2025-04-08,APAC,144.31,0.08,,completed
ORD-3308,5492,2025-06-16,LATAM,397.82,0.08,,completed
ORD-3309,5348,2025-01-12T00:00:00,APAC,280.16,0.08,WELCOME,pending
ORD-3310,5106,2025-07-06,North America,376.82,0.08,,returned
ORD-3311,5498,2025-03-20,LATAM,484.44,0.08,,pending
ORD-3312,5175,2025-11-26,,283.64,0.08,SAVE10,pending
ORD-3313,5317,2025-03-19,EMEA,339.38,0.08,SAVE10,cancelled
ORD-3314,5156,2025-03-24,LATAM,397.15,0.08,,completed
ORD-3315,5430,2025-01-19,APAC,425.31,0.08,,cancelled
ORD-3316,5233,2025-01-15,,148.98,0.08,,completed
ORD-3317,5097,2025-06-04,LATAM,253.86,0.08,,completed
ORD-3318,5364,2025-09-19,APAC,118.92,0.08,WELCOME,returned
ORD-3319,5064,2025-01-22T00:00:00,LATAM,436.78,0.08,,pending
ORD-3320,5198,2025-01-12,EMEA,322.08,0.08,,cancelled
ORD-3321,5327,2025-06-21,North America,327.84,0.08,,completed
ORD-3322,5251,2025-07-30,,38.15,0.08,WELCOME,cancelled
ORD-3323,5271,2025-01-13,,69.66,0.08,,returned
ORD-3324,5465,2025-09-17,,30.07,0.08,,cancelled
ORD-3325,5051,2025-01-22,,199.73,0.08,,pending
ORD-3326,5493,2025-01-07,,401.42,0.08,,cancelled
ORD-3327,5023,2025-11-23,North America,248.33,0.08,,pending
ORD-3328,5341,2025-03-19,APAC,319.93,0.08,,pending
ORD-3329,5341,2025-03-26T00:00:00,LATAM,86.21,0.08,,completed
ORD-3330,5138,2025-02-06,LATAM,250.89,0.08,WELCOME,pending
ORD-3331,5096,2025-09-16,North America,394.21,0.08,WELCOME,pending
ORD-3332,5129,2025-12-25,,399.4,0.08,,pending
ORD-3333,5412,2025-03-10,EMEA,215.38,0.08,,pending
ORD-3334,5461,2025-03-08,APAC,63.69,0.08,,pending
ORD-3335,5416,2025-04-15,LATAM,284.05,0.08,SAVE10,completed
ORD-3336,5280,2025-02-17,North America,296.59,0.08,,cancelled
ORD-3337,5345,2025-01-18,,341.72,0.08,,pending
ORD-3338,5490,2025-07-07,North America,232.84,0.08,,completed
ORD-3339,5089,2025-04-26T00:00:00,,385.28,0.08,,cancelled
ORD-3340,5496,2025-09-26,EMEA,256.37,0.08,,cancelled
ORD-3341,5264,2025-03-29,APAC,246.42,0.08,WELCOME,completed
ORD-3342,5159,2025-06-24,APAC,72.95,0.08,,cancelled
ORD-3343,5296,2025-05-18,,208.75,0.08,,completed
ORD-3344,5055,2025-12-10,,134.03,0.08,,cancelled
ORD-3345,5499,2025-08-31,North America,29.92,0.08,WELCOME,pending
ORD-3346,5188,2025-03-02,North America,177.64,0.08,WELCOME,cancelled
ORD-3347,5318,2025-06-24,North America,441.02,0.08,,returned
ORD-3348,5380,2025-03-23,LATAM,396.43,0.08,,returned
ORD-3349,5110,2025-04-30T00:00:00,LATAM,445.15,0.08,,pending
ORD-3350,5475,2025-10-01,APAC,499.74,0.08,WELCOME,completed
ORD-3351,5103,2025-01-05,APAC,372.44,0.08,,completed
ORD-3352,5448,2025-05-27,EMEA,121.6,0.08,,cancelled
ORD-3353,5205,2025-08-14,EMEA,465.91,0.08,,cancelled
ORD-3354,5402,2025-10-28,APAC,304.79,0.08,WELCOME,cancelled
ORD-3355,5394,2025-03-24,EMEA,131.35,0.08,,completed
ORD-3356,5033,2025-04-23,,333.72,0.08,,pending
ORD-3357,5322,2025-08-20,APAC,235.37,0.08,SAVE10,cancelled
ORD-3358,5385,2025-03-22,North America,111.25,0.08,,completed
ORD-3359,5018,2025-12-28T00:00:00,EMEA,210.92,0.08,SAVE10,cancelled
ORD-3360,5330,2025-08-28,North America,161.28,0.08,WELCOME,pending
ORD-3361,5186,2025-07-08,EMEA,97.82,0.08,SAVE10,completed
ORD-3362,5119,2025-10-03,LATAM,57.04,0.08,SAVE10,pending
ORD-3363,5268,2025-05-02,,387.62,0.08,WELCOME,returned
ORD-3364,5477,2025-05-15,North America,154.63,0.08,,pending
ORD-3365,5114,2025-03-15,APAC,118.21,0.08,,returned
ORD-3366,5463,2025-08-27,EMEA,212.43,0.08,SAVE10,pending
ORD-3367,5233,2025-06-10,,151.14,0.08,,returned
ORD-3368,5333,2025-04-25,APAC,237.08,0.08,,returned
ORD-3369,5479,2025-10-10T00:00:00,North America,462.76,0.08,,completed
ORD-3370,5438,2025-07-29,LATAM,25.23,0.08,SAVE10,completed
ORD-3371,5343,2025-07-18,North America,465.9,0.08,,completed
ORD-3372,5451,2025-07-18,EMEA,231.55,0.08,,returned
ORD-3373,5210,2025-07-21,APAC,375.41,0.08,,completed
ORD-3374,5258,2025-03-22,EMEA,135.12,0.08,,completed
ORD-3375,5353,2025-03-23,North America,188.93,0.08,,returned
ORD-3376,5046,2025-06-28,APAC,32.89,0.08,,pending
ORD-3377,5340,2025-07-02,APAC,70.38,0.08,,cancelled
ORD-3378,5017,2025-01-05,LATAM,475.76,0.08,WELCOME,pending
ORD-3379,5042,2025-08-17T00:00:00,LATAM,165.39,0.08,,completed
ORD-3380,5233,2025-04-04,North America,224.21,0.08,WELCOME,pending
ORD-3381,5355,2025-12-22,LATAM,305.45,0.08,,pending
ORD-3382,5012,2025-10-16,,82.44,0.08,,cancelled
ORD-3383,5217,2025-09-03,APAC,474.16,0.08,,returned
ORD-3384,5074,2025-11-03,APAC,284.96,0.08,,pending
ORD-3385,5203,2025-10-18,LATAM,356.2,0.08,SAVE10,pending
ORD-3386,5007,2025-04-22,,124.58,0.08,SAVE10,cancelled
ORD-3387,5249,2025-11-12,EMEA,209.87,0.08,SAVE10,pending
ORD-3388,5210,2025-03-17,APAC,105.04,0.08,,cancelled
ORD-3389,5119,2025-12-17T00:00:00,APAC,260.32,0.08,,completed
ORD-3390,5374,2025-09-16,,338.22,0.08,,cancelled
ORD-3391,5119,2025-04-16,North America,57.5,0.08,SAVE10,pending
ORD-3392,5295,2025-07-07,LATAM,373.34,0.08,,completed
ORD-3393,5282,2025-05-05,EMEA,289.16,0.08,WELCOME,pending
ORD-3394,5493,2025-03-19,EMEA,311.38,0.08,,pending
ORD-3395,5016,2025-12-19,EMEA,70.22,0.08,,completed
ORD-3396,5150,2025-06-12,EMEA,251.32,0.08,,returned
ORD-3397,5088,2025-03-10,,62.62,0.08,SAVE10,cancelled
ORD-3398,5266,2025-08-01,EMEA,43.43,0.08,SAVE10,cancelled
ORD-3399,5327,2025-10-23T00:00:00,North America,121.39,0.08,,completed
ORD-3400,5347,2025-09-04,APAC,238.37,0.08,SAVE10,completed
ORD-3401,5133,2025-11-13,LATAM,288.21,0.08,SAVE10,completed
ORD-3402,5332,2025-11-09,,202.35,0.08,,returned
ORD-3403,5225,2025-08-26,EMEA,44.81,0.08,,completed
ORD-3404,5259,2025-06-14,EMEA,477.24,0.08,WELCOME,pending
ORD-3405,5184,2025-01-27,APAC,119.63,0.08,,pending
ORD-3406,5090,2025-08-03,North America,150.83,0.08,WELCOME,cancelled
ORD-3407,5424,2025-05-08,EMEA,365.67,0.08,SAVE10,completed
ORD-3408,5469,2025-11-27,EMEA,474.62,0.08,,returned
ORD-3409,5121,2025-02-05T00:00:00,LATAM,101.77,0.08,SAVE10,pending
ORD-3410,5246,2025-12-02,,385.03,0.08,,pending
ORD-3411,5419,2025-08-14,LATAM,61.36,0.08,SAVE10,completed
ORD-3412,5291,2025-06-20,EMEA,195.36,0.08,SAVE10,completed
ORD-3413,5373,2025-08-31,LATAM,68.99,0.08,WELCOME,cancelled
ORD-3414,5146,2025-01-16,LATAM,352.5,0.08,,pending
ORD-3415,5394,2025-05-21,EMEA,216.82,0.08,,cancelled
ORD-3416,5223,2025-04-03,,382.65,0.08,,returned
ORD-3417,5232,2025-07-06,LATAM,212.13,0.08,,completed
ORD-3418,5462,2025-09-01,APAC,425.58,0.08,,cancelled
ORD-3419,5006,2025-03-31T00:00:00,EMEA,394.14,0.08,WELCOME,pending
ORD-3420,5046,2025-09-28,LATAM,276.97,0.08,,pending
ORD-3421,5425,2025-10-09,,394.47,0.08,,returned
ORD-3422,5210,2025-09-18,EMEA,81.5,0.08,WELCOME,returned
ORD-3423,5044,2025-05-17,APAC,404.69,0.08,WELCOME,pending
ORD-3424,5110,2025-10-25,,418.79,0.08,WELCOME,completed
ORD-3425,5321,2025-08-15,,253.79,0.08,SAVE10,completed
ORD-3426,5317,2025-12-09,EMEA,50.16,0.08,,completed
ORD-3427,5262,2025-10-17,North America,314.82,0.08,WELCOME,returned
ORD-3428,5248,2025-03-01,,150.88,0.08,SAVE10,returned
ORD-3429,5108,2025-08-26T00:00:00,North America,147.62,0.08,,cancelled
ORD-3430,5332,2025-10-19,,138.14,0.08,,returned
ORD-3431,5322,2025-07-02,North America,219.99,0.08,SAVE10,cancelled
ORD-3432,5138,2025-06-23,EMEA,21.96,0.08,WELCOME,cancelled
ORD-3433,5475,2025-04-21,EMEA,183.88,0.08,SAVE10,pending
ORD-3434,5268,2025-12-09,North America,222.03,0.08,WELCOME,returned
ORD-3435,5225,2025-02-03,North America,151.67,0.08,SAVE10,returned
ORD-3436,5326,2025-10-19,EMEA,311.45,0.08,WELCOME,pending
ORD-3437,5413,2025-12-22,,418.36,0.08,,completed
ORD-3438,5086,2025-04-18,North America,236.02,0.08,WELCOME,cancelled
ORD-3439,5500,2025-02-25T00:00:00,APAC,151.06,0.08,,cancelled
ORD-3440,5340,2025-03-06,APAC,391.93,0.08,,completed
ORD-3441,5233,2025-01-07,North America,35.1,0.08,WELCOME,completed
ORD-3442,5092,2025-04-10,North America,452.13,0.08,,returned
ORD-3443,5469,2025-04-25,North America,437.86,0.08,,cancelled
ORD-3444,5352,2025-07-25,LATAM,384.73,0.08,WELCOME,cancelled
ORD-3445,5403,2025-09-22,North America,366.56,0.08,WELCOME,pending
ORD-3446,5342,2025-05-27,LATAM,401.17,0.08,,returned
ORD-3447,5333,2025-03-16,APAC,52.34,0.08,,pending
ORD-3448,5266,2025-11-12,North America,149.99,0.08,WELCOME,completed
ORD-3449,5435,2025-12-11T00:00:00,LATAM,211.05,0.08,,pending
ORD-3450,5195,2025-10-18,North America,264.79,0.08,,pending
ORD-3451,5061,2025-07-01,EMEA,137.17,0.08,WELCOME,pending
ORD-3452,5106,2025-05-26,LATAM,488.31,0.08,,cancelled
ORD-3453,5359,2025-10-24,,465.07,0.08,,pending
ORD-3454,5098,2025-12-18,North America,265.32,0.08,,pending
ORD-3455,5014,2025-04-13,APAC,34.65,0.08,,returned
ORD-3456,5131,2025-05-31,LATAM,298.15,0.08,,cancelled
ORD-3457,5358,2025-09-25,LATAM,200.88,0.08,,returned
ORD-3458,5043,2025-03-17,,97.84,0.08,,pending
ORD-3459,5253,2025-12-14T00:00:00,LATAM,115.43,0.08,,completed
ORD-3460,5490,2025-11-30,North America,238.73,0.08,SAVE10,pending
ORD-3461,5334,2025-11-15,LATAM,404.84,0.08,,returned
ORD-3462,5350,2025-05-24,EMEA,239.03,0.08,WELCOME,returned
ORD-3463,5208,2025-11-27,,200.75,0.08,WELCOME,pending
ORD-3464,5278,2025-02-21,,295.64,0.08,SAVE10,completed
ORD-3465,5027,2025-01-30,,238.02,0.08,,completed
ORD-3466,5225,2025-12-08,APAC,201.06,0.08,,cancelled
ORD-3467,5079,2025-07-29,,207.92,0.08,,completed
ORD-3468,5196,2025-07-13,,246.3,0.08,,pending
ORD-3469,5234,2025-01-27T00:00:00,LATAM,153.05,0.08,,pending
ORD-3470,5316,2025-05-01,LATAM,338.22,0.08,WELCOME,pending
ORD-3471,5469,2025-04-19,EMEA,436.71,0.08,,pending
ORD-3472,5234,2025-10-07,EMEA,51.36,0.08,,cancelled
ORD-3473,5055,2025-09-03,LATAM,73.89,0.08,,cancelled
ORD-3474,5094,2025-05-15,North America,237.13,0.08,WELCOME,returned
ORD-3475,5492,2025-12-09,LATAM,472.32,0.08,SAVE10,completed
ORD-3476,5258,2025-09-16,APAC,326.44,0.08,,pending
ORD-3477,5222,2025-09-02,LATAM,350.17,0.08,,cancelled
ORD-3478,5063,2025-01-01,North America,273.32,0.08,,returned
ORD-3479,5103,2025-07-26T00:00:00,,272.59,0.08,WELCOME,returned
ORD-3480,5392,2025-03-18,EMEA,38.47,0.08,SAVE10,returned
ORD-3481,5326,2025-08-27,North America,99.16,0.08,,cancelled
ORD-3482,5067,2025-02-27,LATAM,188.21,0.08,,pending
ORD-3483,5228,2025-11-29,APAC,423.64,0.08,,pending
ORD-3484,5199,2025-02-06,APAC,68.11,0.08,,cancelled
ORD-3485,5189,2025-03-17,North America,24.59,0.08,,returned
ORD-3486,5342,2025-11-16,LATAM,147.22,0.08,,cancelled
ORD-3487,5271,2025-03-17,LATAM,283.58,0.08,,completed
ORD-3488,5395,2025-10-27,APAC,484.99,0.08,,pending
ORD-3489,5155,2025-10-14T00:00:00,,284.25,0.08,,cancelled
ORD-3490,5191,2025-09-07,North America,205.42,0.08,WELCOME,cancelled
ORD-3491,5264,2025-02-22,LATAM,273.47,0.08,,pending
ORD-3492,5161,2025-12-09,APAC,42.75,0.08,,cancelled
ORD-3493,5276,2025-11-13,EMEA,101.52,0.08,WELCOME,cancelled
ORD-3494,5352,2025-03-06,North America,240.1,0.08,,returned
ORD-3495,5406,2025-06-30,LATAM,257.01,0.08,,completed
ORD-3496,5061,2025-03-16,EMEA,57.24,0.08,,cancelled
ORD-3497,5093,2025-08-14,EMEA,124.03,0.08,,cancelled
ORD-3498,5110,2025-12-12,APAC,461.59,0.08,WELCOME,pending
ORD-3499,5181,2025-08-04T00:00:00,APAC,408.13,0.08,SAVE10,pending
ORD-3500,5417,2025-04-10,North America,301.51,0.08,,completed
ORD-3501,5172,2025-01-13,,493.23,0.08,,returned
ORD-3502,5063,2025-06-24,North America,142.5,0.08,SAVE10,pending
ORD-3503,5354,2025-08-18,APAC,205.76,0.08,,returned
ORD-3504,5156,2025-03-03,EMEA,48.78,0.08,,cancelled
ORD-3505,5500,2025-03-05,North America,278.13,0.08,,returned
ORD-3506,5457,2025-06-26,North America,183.98,0.08,,cancelled
ORD-3507,5387,2025-07-27,North America,487.67,0.08,,pending
ORD-3508,5066,2025-01-23,APAC,310.66,0.08,,cancelled
ORD-3509,5418,2025-12-25T00:00:00,North America,181.98,0.08,,pending
ORD-3510,5216,2025-11-05,North America,218.02,0.08,,completed
ORD-3511,5129,2025-08-15,APAC,101.68,0.08,,completed
ORD-3512,5092,2025-03-12,,487.63,0.08,,cancelled
ORD-3513,5495,2025-04-13,North America,217.63,0.08,,pending
ORD-3514,5455,2025-11-27,North America,349.19,0.08,,completed
ORD-3515,5497,2025-10-23,EMEA,488.45,0.08,,completed
ORD-3516,5029,2025-01-27,North America,136.91,0.08,,cancelled
ORD-3517,5131,2025-08-30,EMEA,393.17,0.08,,completed
ORD-3518,5106,2025-12-06,,140.14,0.08,SAVE10,completed
ORD-3519,5240,2025-01-18T00:00:00,,104.29,0.08,SAVE10,returned
ORD-3520,5451,2025-07-19,North America,436.72,0.08,,cancelled
ORD-3521,5383,2025-08-24,,386.98,0.08,,completed
ORD-3522,5246,2025-07-09,,202.16,0.08,,pending
ORD-3523,5236,2025-08-02,North America,288.14,0.08,,pending
ORD-3524,5493,2025-05-20,APAC,318.98,0.08,SAVE10,returned
ORD-3525,5021,2025-11-13,EMEA,367.33,0.08,SAVE10,returned
ORD-3526,5103,2025-04-29,APAC,375.73,0.08,,pending
ORD-3527,5125,2025-10-04,EMEA,199.34,0.08,,pending
ORD-3528,5177,2025-09-21,LATAM,397.02,0.08,,returned
ORD-3529,5253,2025-05-23T00:00:00,North America,243.39,0.08,WELCOME,completed
ORD-3530,5393,2025-09-07,EMEA,333.58,0.08,,pending
ORD-3531,5322,2025-06-23,,410.48,0.08,WELCOME,returned
ORD-3532,5061,2025-09-23,APAC,237.01,0.08,,completed
ORD-3533,5202,2025-09-16,,70.67,0.08,SAVE10,returned
ORD-3534,5044,2025-09-22,LATAM,40.35,0.08,SAVE10,cancelled
ORD-3535,5359,2025-02-13,APAC,361.26,0.08,WELCOME,cancelled
ORD-3536,5409,2025-08-11,North America,253.83,0.08,,returned
ORD-3537,5112,2025-01-04,North America,405.16,0.08,,returned
ORD-3538,5181,2025-04-27,APAC,326.57,0.08,WELCOME,cancelled
ORD-3539,5270,2025-02-03T00:00:00,North America,185.31,0.08,WELCOME,cancelled
ORD-3540,5474,2025-01-30,LATAM,328.05,0.08,SAVE10,pending
ORD-3541,5442,2025-06-15,APAC,312.67,0.08,,cancelled
ORD-3542,5386,2025-09-23,LATAM,246.59,0.08,,pending
ORD-3543,5160,2025-08-20,,139.0,0.08,,completed
