order_id,customer_id,product_id,quantity,price,order_date
1533,188,538,3,64.99,2025-01-31
1534,179,506,10,24.99,2024-04-22
1535,183,504,9,39.99,2024-01-21
1536,150,533,12,44.99,2025-03-11
1537,149,516,2,94.99,2024-06-01
1538,103,531,5,99.99,2024-09-04
1539,153,515,6,84.99,2026-02-04
1540,175,537,2,219.99,2024-09-25
1541,157,509,7,34.99,2024-08-19
1542,169,536,6,29.99,2024-05-29
1543,127,527,11,54.99,2024-11-19
1544,174,541,12,124.99,2025-11-20
1545,157,531,6,99.99,2025-04-12
1546,131,543,8,79.99,2025-05-17
1547,178,539,8,189.99,2024-02-02
1548,115,519,9,149.99,2024-10-22
1549,148,501,1,29.99,2024-11-21
1550,175,524,8,139.99,2024-02-11
1551,125,531,10,99.99,2025-09-11
1552,158,543,7,79.99,2024-09-30
1553,165,513,6,129.99,2026-02-06
1554,148,544,11,149.99,2024-06-25
1555,167,546,2,39.99,2025-05-24
1556,149,540,2,54.99,2024-10-22
1557,143,504,11,39.99,2025-07-09
1558,141,528,4,119.99,2025-02-07
1559,111,522,11,169.99,2025-02-05
1560,190,520,11,59.99,2024-03-25
1561,162,519,8,149.99,2025-12-10
1562,124,525,8,249.99,2025-04-24
1563,175,533,4,44.99,2025-09-19
1564,110,533,6,44.99,2024-01-21
1565,138,544,5,149.99,2025-07-27
1566,161,548,1,59.99,2024-01-16
1567,135,522,6,169.99,2024-07-11
1568,125,533,4,44.99,2024-03-08
1569,189,545,10,109.99,2025-08-15
1570,140,531,3,99.99,2025-01-13
1571,122,534,10,159.99,2025-10-06
1572,155,505,4,15.99,2025-08-17
1573,173,519,6,149.99,2024-10-06
1574,174,506,4,24.99,2024-08-14
1575,104,528,2,119.99,2024-09-12
1576,123,537,7,219.99,2025-09-03
1577,119,512,4,74.99,2025-07-14
1578,138,548,8,59.99,2024-05-26
1579,144,507,4,89.99,2024-07-02
1580,181,524,10,139.99,2025-12-20
1581,120,514,9,64.99,2024-02-19
1582,102,535,5,89.99,2024-08-10
1583,168,510,9,44.99,2025-07-27
1584,101,534,6,159.99,2025-02-09
1585,165,533,8,44.99,2025-11-27
1586,102,535,8,89.99,2025-06-13
1587,137,512,9,74.99,2025-08-23
1588,156,542,11,299.99,2025-05-26
1589,123,522,1,169.99,2025-12-26
1590,189,542,1,299.99,2024-09-22
1591,200,516,7,94.99,2024-09-06
1592,199,509,8,34.99,2024-07-12
1593,147,501,11,29.99,2025-01-24
1594,156,544,6,149.99,2025-08-16
1595,185,506,4,24.99,2025-05-14
1596,138,527,6,54.99,2026-02-26
1597,114,510,12,44.99,2025-09-09
1598,123,509,7,34.99,2025-03-05
1599,102,508,6,199.99,2024-08-01
1600,112,542,1,299.99,2025-03-11
1601,144,506,8,24.99,2026-01-14
1602,154,537,6,219.99,2024-05-09
1603,106,514,7,64.99,2025-09-01
1604,149,534,1,159.99,2025-07-12
1605,162,548,9,59.99,2025-11-08
1606,166,519,6,149.99,2025-12-11
1607,125,546,7,39.99,2024-07-06
1608,193,523,1,44.99,2024-07-10
1609,173,502,3,49.99,2025-08-26
1610,136,523,2,44.99,2025-06-28
1611,184,510,1,44.99,2024-01-06
1612,159,511,5,54.99,2026-02-17
1613,166,521,6,79.99,2025-11-17
1614,170,524,9,139.99,2025-10-09
1615,165,524,2,139.99,2024-05-18
1616,151,519,7,149.99,2025-02-13
1617,166,510,2,44.99,2024-08-24
1618,105,523,11,44.99,2026-02-25
1619,107,534,4,159.99,2026-01-15
1620,184,550,10,94.99,2025-01-11
1621,103,550,3,94.99,2024-12-17
1622,138,514,2,64.99,2024-03-30
1623,111,547,9,269.99,2024-09-05
1624,120,512,10,74.99,2025-03-30
1625,117,539,9,189.99,2024-11-22
1626,131,503,12,19.99,2025-10-13
1627,164,515,1,84.99,2024-04-08
1628,103,544,12,149.99,2024-10-18
1629,178,521,4,79.99,2025-01-19
1630,156,542,3,299.99,2024-10-01
1631,108,540,7,54.99,2026-01-15
1632,105,548,3,59.99,2024-02-09
1633,103,536,7,29.99,2024-07-06
1634,127,501,12,29.99,2026-03-27
1635,194,510,2,44.99,2025-03-03
1636,115,520,11,59.99,2024-06-23
1637,184,528,1,119.99,2024-01-02
1638,180,523,7,44.99,2025-08-16
1639,163,548,4,59.99,2025-12-05
1640,195,519,4,149.99,2025-04-20
1641,166,507,10,89.99,2025-08-24
1642,105,534,9,159.99,2025-07-26
1643,122,547,12,269.99,2025-11-28
1644,180,510,7,44.99,2024-02-14
1645,125,539,1,189.99,2026-03-27
1646,111,527,8,54.99,2025-01-15
1647,157,531,2,99.99,2026-01-08
1648,131,523,7,44.99,2025-07-07
1649,121,509,5,34.99,2025-06-21
1650,119,548,12,59.99,2025-08-27
1651,176,541,11,124.99,2025-05-27
1652,189,543,10,79.99,2024-05-02
1653,110,526,2,34.99,2025-12-05
1654,153,506,3,24.99,2024-04-22
1655,154,535,12,89.99,2024-03-27
1656,149,517,12,29.99,2025-03-27
1657,137,507,9,89.99,2024-07-29
1658,173,517,8,29.99,2025-12-16
1659,177,501,3,29.99,2025-02-22
1660,121,538,8,64.99,2025-04-14
1661,154,529,6,24.99,2025-06-19
1662,147,538,1,64.99,2025-12-21
1663,103,515,8,84.99,2024-09-17
1664,176,514,1,64.99,2024-08-23
1665,168,511,3,54.99,2025-08-29
1666,131,518,7,109.99,2025-07-30
1667,171,516,6,94.99,2025-06-29
1668,178,543,4,79.99,2024-10-07
1669,143,518,8,109.99,2024-12-05
1670,200,512,2,74.99,2025-01-08
1671,162,543,12,79.99,2024-04-28
1672,186,507,4,89.99,2025-05-02
1673,146,515,9,84.99,2024-04-28
1674,163,527,12,54.99,2025-08-15
1675,187,534,10,159.99,2024-07-12
1676,113,535,3,89.99,2026-02-10
1677,164,519,11,149.99,2025-05-12
1678,150,531,1,99.99,2025-02-21
1679,161,527,5,54.99,2025-01-21
1680,136,550,2,94.99,2025-08-15
1681,126,518,8,109.99,2025-11-17
1682,118,531,5,99.99,2025-05-15
1683,163,503,8,19.99,2024-12-03
1684,199,525,5,249.99,2024-10-02
1685,105,516,3,94.99,2026-03-26
1686,133,530,11,179.99,2024-07-08
1687,196,529,9,24.99,2025-03-03
1688,147,503,2,19.99,2025-04-06
1689,117,522,6,169.99,2025-12-18
1690,187,524,11,139.99,2026-01-11
1691,150,508,4,199.99,2024-11-29
1692,137,525,7,249.99,2024-08-25
1693,132,515,10,84.99,2025-10-06
1694,126,546,6,39.99,2025-05-12
1695,195,529,9,24.99,2024-08-07
1696,187,538,7,64.99,2024-04-30
1697,177,532,6,74.99,2024-01-09
1698,197,536,2,29.99,2024-11-23
1699,135,506,6,24.99,2025-11-15
1700,156,516,7,94.99,2024-01-28
1701,147,536,2,29.99,2025-12-10
1702,158,533,2,44.99,2024-03-01
1703,157,512,7,74.99,2025-06-08
1704,101,540,4,54.99,2025-05-27
1705,162,524,10,139.99,2025-12-08
1706,175,518,9,109.99,2025-08-15
1707,155,530,4,179.99,2025-01-08
1708,185,513,7,129.99,2025-07-28
1709,121,522,10,169.99,2024-03-16
1710,129,507,12,89.99,2024-09-19
1711,150,542,10,299.99,2025-11-12
1712,120,548,11,59.99,2024-09-03
1713,115,546,9,39.99,2024-05-06
1714,126,542,9,299.99,2025-02-14
1715,121,538,12,64.99,2024-08-02
1716,141,508,2,199.99,2024-02-14
1717,158,545,10,109.99,2024-04-12
1718,187,513,10,129.99,2025-03-30
1719,196,512,6,74.99,2025-02-05
1720,195,539,10,189.99,2026-02-08
1721,123,514,1,64.99,2024-11-22
1722,146,543,5,79.99,2024-05-29
1723,191,542,5,299.99,2025-06-18
1724,176,506,7,24.99,2025-10-02
1725,180,508,11,199.99,2025-03-22
1726,192,506,6,24.99,2026-03-05
1727,128,512,9,74.99,2024-02-16
1728,123,534,10,159.99,2025-10-21
1729,120,527,2,54.99,2025-02-17
1730,103,510,9,44.99,2024-08-07
1731,168,540,8,54.99,2025-06-18
1732,138,529,3,24.99,2025-05-21
1733,190,529,4,24.99,2025-10-02
1734,124,523,5,44.99,2025-08-06
1735,114,511,8,54.99,2024-08-22
1736,164,547,11,269.99,2026-03-11
1737,188,512,12,74.99,2024-02-05
1738,184,520,5,59.99,2025-06-12
1739,130,501,6,29.99,2025-06-04
1740,178,523,2,44.99,2024-06-07
1741,189,516,4,94.99,2026-01-11
1742,130,501,11,29.99,2024-11-07
1743,170,501,1,29.99,2025-01-23
1744,129,526,7,34.99,2024-07-31
1745,193,519,7,149.99,2025-11-09
1746,187,540,11,54.99,2024-06-23
1747,146,505,5,15.99,2025-02-20
1748,103,546,4,39.99,2024-04-17
1749,126,542,11,299.99,2025-04-16
1750,140,522,10,169.99,2024-04-02
1751,193,538,2,64.99,2025-09-26
1752,106,546,8,39.99,2025-07-14
1753,116,501,7,29.99,2024-08-28
1754,155,503,10,19.99,2025-11-10
1755,109,508,4,199.99,2026-02-27
1756,125,544,4,149.99,2024-12-26
1757,102,526,2,34.99,2025-05-28
1758,149,521,1,79.99,2024-08-05
1759,182,548,1,59.99,2024-08-29
1760,182,503,4,19.99,2024-10-31
1761,110,526,4,34.99,2024-03-20
1762,191,527,3,54.99,2025-03-05
1763,194,537,5,219.99,2024-11-18
1764,191,544,6,149.99,2025-09-29
1765,119,525,7,249.99,2024-04-03
1766,118,540,10,54.99,2025-04-23
1767,191,539,12,189.99,2024-10-25
1768,194,514,4,64.99,2025-10-17
1769,101,548,9,59.99,2024-01-23
1770,195,532,6,74.99,2024-06-07
1771,154,516,1,94.99,2025-03-23
1772,132,511,6,54.99,2025-03-21
1773,115,526,10,34.99,2024-07-06
1774,174,530,5,179.99,2024-11-15
1775,126,549,8,179.99,2024-12-29
1776,181,504,12,39.99,2026-01-13
1777,111,501,2,29.99,2024-05-27
1778,135,515,1,84.99,2024-05-21
1779,120,517,8,29.99,2026-03-06
1780,180,521,3,79.99,2026-03-19
1781,167,513,8,129.99,2025-11-05
1782,110,519,12,149.99,2025-05-27
1783,189,547,11,269.99,2024-06-20
1784,157,508,1,199.99,2024-08-14
1785,112,513,8,129.99,2025-06-20
1786,129,515,8,84.99,2024-10-21
1787,190,529,12,24.99,2025-03-14
1788,197,513,2,129.99,2025-12-03
1789,105,532,8,74.99,2025-01-08
1790,101,530,7,179.99,2025-07-07
1791,168,541,3,124.99,2024-06-11
1792,119,501,7,29.99,2025-08-16
1793,154,514,2,64.99,2025-01-29
1794,110,511,8,54.99,2024-05-14
1795,151,501,2,29.99,2025-01-17
1796,113,504,11,39.99,2025-03-29
1797,190,536,10,29.99,2024-04-18
1798,159,517,2,29.99,2024-11-04
1799,184,526,12,34.99,2025-07-15
1800,165,548,11,59.99,2024-11-12
1801,101,535,11,89.99,2025-03-01
1802,132,523,7,44.99,2026-02-03
1803,155,525,2,249.99,2025-12-29
1804,117,512,11,74.99,2024-06-15
1805,132,505,12,15.99,2024-11-24
1806,180,506,10,24.99,2025-07-06
1807,108,526,9,34.99,2025-11-21
1808,123,522,2,169.99,2024-10-21
1809,154,530,8,179.99,2024-12-25
1810,187,527,10,54.99,2024-07-04
1811,105,544,10,149.99,2026-02-23
1812,125,506,1,24.99,2024-05-30
1813,198,545,3,109.99,2024-01-31
1814,159,515,2,84.99,2024-11-17
1815,140,535,12,89.99,2024-07-25
1816,145,544,12,149.99,2025-09-04
1817,121,532,1,74.99,2024-10-08
1818,145,536,4,29.99,2025-05-30
1819,140,519,9,149.99,2024-06-03
1820,151,514,2,64.99,2025-02-08
1821,153,529,2,24.99,2026-01-11
1822,161,541,12,124.99,2025-07-25
1823,124,529,10,24.99,2024-01-21
1824,153,532,6,74.99,2026-03-15
1825,193,501,4,29.99,2024-10-30
1826,150,538,1,64.99,2024-04-13
1827,200,515,1,84.99,2024-06-03
1828,152,527,6,54.99,2025-10-09
1829,108,518,9,109.99,2025-02-19
1830,182,516,8,94.99,2025-07-17
1831,158,534,1,159.99,2024-01-26
1832,142,522,12,169.99,2026-03-07
1833,159,538,4,64.99,2025-09-17
1834,199,542,10,299.99,2025-09-24
1835,165,541,4,124.99,2024-07-18
1836,153,525,1,249.99,2025-11-06
1837,111,505,3,15.99,2025-06-17
1838,148,541,7,124.99,2024-11-19
1839,139,520,5,59.99,2024-11-22
1840,186,508,6,199.99,2024-08-30
1841,176,524,12,139.99,2024-04-20
1842,168,524,6,139.99,2025-02-22
1843,131,530,12,179.99,2025-01-11
1844,108,525,12,249.99,2026-01-29
1845,158,520,6,59.99,2024-02-10
1846,146,534,10,159.99,2024-05-13
1847,101,503,2,19.99,2025-11-02
1848,145,501,12,29.99,2025-10-22
1849,193,533,6,44.99,2025-10-29
1850,185,518,11,109.99,2026-03-18
1851,193,523,6,44.99,2024-11-02
1852,173,540,11,54.99,2024-06-10
1853,111,514,3,64.99,2025-11-22
1854,171,533,8,44.99,2024-07-08
1855,154,517,11,29.99,2026-02-18
1856,172,532,4,74.99,2024-02-29
1857,155,538,8,64.99,2025-09-30
1858,122,517,1,29.99,2025-01-26
1859,142,543,3,79.99,2025-12-14
1860,180,507,1,89.99,2025-09-21
1861,178,535,6,89.99,2024-11-25
1862,171,515,1,84.99,2026-02-20
1863,160,519,11,149.99,2026-01-11
1864,121,546,10,39.99,2025-02-19
1865,171,533,11,44.99,2025-02-13
1866,116,505,12,15.99,2024-04-22
1867,153,542,12,299.99,2025-04-28
1868,186,513,11,129.99,2025-09-25
1869,110,503,5,19.99,2024-07-17
1870,109,517,1,29.99,2024-02-09
1871,112,542,8,299.99,2025-07-23
1872,116,524,3,139.99,2024-12-04
1873,159,509,8,34.99,2024-09-25
1874,191,508,3,199.99,2025-08-06
1875,132,526,11,34.99,2025-10-28
1876,176,516,4,94.99,2025-10-08
1877,118,519,2,149.99,2024-05-22
1878,169,531,5,99.99,2024-08-12
1879,170,503,2,19.99,2025-05-19
1880,144,510,8,44.99,2025-03-25
1881,175,513,12,129.99,2024-09-25
1882,181,539,1,189.99,2024-02-15
1883,156,550,5,94.99,2025-04-21
1884,130,524,9,139.99,2024-09-26
1885,134,509,7,34.99,2024-04-17
1886,115,506,1,24.99,2024-12-23
1887,180,530,3,179.99,2025-12-23
1888,127,536,9,29.99,2024-01-13
1889,119,523,9,44.99,2024-01-17
1890,197,519,10,149.99,2024-10-03
1891,172,535,12,89.99,2024-04-07
1892,169,513,12,129.99,2024-10-04
1893,176,527,8,54.99,2024-06-02
1894,105,533,3,44.99,2024-12-09
1895,139,524,5,139.99,2026-01-27
1896,171,504,1,39.99,2025-02-24
1897,184,530,1,179.99,2025-05-11
1898,162,514,11,64.99,2024-05-09
1899,148,534,10,159.99,2025-03-31
1900,184,513,7,129.99,2024-10-09
1901,145,525,2,249.99,2025-09-26
1902,150,512,8,74.99,2026-01-31
1903,107,549,2,179.99,2024-10-24
1904,162,529,4,24.99,2024-02-24
1905,159,514,3,64.99,2025-01-08
1906,124,509,3,34.99,2025-01-14
1907,120,531,11,99.99,2025-09-30
1908,188,540,11,54.99,2025-08-12
1909,113,549,3,179.99,2024-09-30
1910,180,501,1,29.99,2025-02-19
1911,120,546,8,39.99,2025-09-01
1912,194,550,12,94.99,2024-09-25
1913,148,544,7,149.99,2025-08-14
1914,156,535,8,89.99,2025-08-09
1915,133,534,10,159.99,2025-06-12
1916,181,512,8,74.99,2024-10-08
1917,128,504,7,39.99,2024-07-23
1918,101,519,1,149.99,2025-10-13
1919,148,544,5,149.99,2025-04-21
1920,188,505,4,15.99,2025-08-05
1921,107,501,3,29.99,2025-04-02
1922,138,536,10,29.99,2025-03-25
1923,116,530,3,179.99,2025-04-18
1924,175,502,7,49.99,2025-06-27
1925,135,505,12,15.99,2024-08-09
1926,129,506,9,24.99,2024-02-07
1927,139,501,8,29.99,2024-03-08
1928,147,537,2,219.99,2024-04-08
1929,199,536,10,29.99,2025-01-29
1930,182,520,7,59.99,2026-03-05
1931,196,502,7,49.99,2025-06-05
1932,163,510,10,44.99,2024-03-28
1933,122,502,11,49.99,2024-03-30
1934,151,530,12,179.99,2024-11-18
1935,145,534,3,159.99,2024-10-04
1936,126,545,5,109.99,2024-06-01
1937,175,538,1,64.99,2025-03-28
1938,111,547,2,269.99,2024-12-10
1939,144,528,3,119.99,2025-04-27
1940,103,533,7,44.99,2025-02-08
1941,186,502,8,49.99,2024-12-26
1942,116,511,2,54.99,2025-07-08
1943,107,541,12,124.99,2024-05-01
1944,125,514,5,64.99,2024-08-18
1945,163,514,10,64.99,2025-06-17
1946,164,525,9,249.99,2026-02-10
1947,187,514,7,64.99,2024-01-08
1948,117,502,1,49.99,2024-12-15
1949,151,520,4,59.99,2026-03-05
1950,186,510,6,44.99,2024-04-24
1951,147,541,11,124.99,2025-06-13
1952,171,528,1,119.99,2024-07-30
1953,180,525,2,249.99,2024-03-21
1954,153,511,3,54.99,2024-10-07
1955,157,514,2,64.99,2025-04-02
1956,170,505,12,15.99,2024-04-21
1957,161,526,1,34.99,2025-10-06
1958,180,547,6,269.99,2024-03-26
1959,173,539,6,189.99,2024-10-24
1960,160,535,3,89.99,2024-12-15
1961,131,536,8,29.99,2025-06-04
1962,193,524,12,139.99,2024-01-04
1963,150,501,7,29.99,2025-01-26
1964,155,549,9,179.99,2025-03-06
1965,156,529,8,24.99,2024-11-15
1966,159,534,5,159.99,2026-03-17
1967,159,518,3,109.99,2026-03-31
1968,192,547,11,269.99,2025-11-05
1969,181,509,11,34.99,2025-05-04
1970,172,540,7,54.99,2025-11-21
1971,113,543,4,79.99,2024-01-20
1972,121,507,2,89.99,2025-01-04
1973,137,520,1,59.99,2025-05-02
1974,169,550,1,94.99,2026-02-17
1975,174,521,11,79.99,2025-08-08
1976,110,528,5,119.99,2024-01-31
1977,157,512,3,74.99,2026-03-18
1978,172,534,8,159.99,2024-01-13
1979,145,530,2,179.99,2024-12-30
1980,178,543,7,79.99,2025-05-12
1981,179,532,1,74.99,2025-11-14
1982,195,544,12,149.99,2025-02-13
1983,177,507,2,89.99,2026-01-04
1984,140,536,8,29.99,2026-02-18
1985,126,545,1,109.99,2024-03-09
1986,109,547,4,269.99,2024-06-06
1987,156,534,5,159.99,2024-05-31
1988,160,517,4,29.99,2024-03-22
1989,122,502,12,49.99,2026-01-02
1990,164,522,2,169.99,2024-01-20
1991,156,505,2,15.99,2024-03-02
1992,118,508,9,199.99,2025-12-16
1993,122,509,2,34.99,2024-08-30
1994,156,520,12,59.99,2024-03-19
1995,155,518,7,109.99,2025-12-01
1996,196,550,9,94.99,2025-07-16
1997,199,513,12,129.99,2024-04-02
1998,192,519,12,149.99,2024-01-30
1999,193,530,1,179.99,2024-09-02
2000,111,517,3,29.99,2025-03-30
2001,174,506,11,24.99,2025-03-01
2002,111,548,8,59.99,2024-09-02
2003,175,516,12,94.99,2024-06-05
2004,133,534,1,159.99,2025-12-09
2005,141,527,3,54.99,2024-01-31
2006,143,521,4,79.99,2025-12-18
2007,119,517,3,29.99,2025-08-23
2008,145,506,11,24.99,2024-05-25
2009,190,504,3,39.99,2024-10-27
2010,174,545,1,109.99,2024-11-30
2011,168,525,6,249.99,2025-12-04
2012,180,537,8,219.99,2026-02-03
2013,187,534,9,159.99,2025-11-29
2014,190,542,4,299.99,2025-10-29
2015,179,516,4,94.99,2024-10-02
2016,109,543,7,79.99,2025-04-04
2017,123,515,11,84.99,2024-11-16
2018,173,536,4,29.99,2025-08-28
2019,151,544,11,149.99,2025-06-27
2020,154,542,6,299.99,2024-06-04
2021,145,533,6,44.99,2024-07-20
2022,107,513,4,129.99,2026-01-17
2023,159,511,6,54.99,2026-02-24
2024,147,516,11,94.99,2026-03-11
2025,107,525,9,249.99,2025-06-12
2026,159,509,8,34.99,2024-10-02
2027,155,502,3,49.99,2025-01-16
2028,196,537,8,219.99,2024-09-14
2029,186,523,12,44.99,2024-03-10
2030,177,503,2,19.99,2024-11-11
2031,114,512,8,74.99,2025-08-12
2032,110,501,8,29.99,2025-01-29
2033,130,535,8,89.99,2024-01-12
2034,179,508,5,199.99,2024-08-15
2035,156,536,8,29.99,2025-12-20
2036,147,532,9,74.99,2025-03-07
2037,191,527,7,54.99,2025-04-07
2038,113,531,8,99.99,2024-07-31
2039,136,525,10,249.99,2025-07-24
2040,182,546,1,39.99,2026-01-08
2041,192,525,3,249.99,2025-02-28
2042,148,550,9,94.99,2024-02-05
2043,191,546,3,39.99,2026-02-28
2044,186,509,1,34.99,2024-04-11
2045,196,538,5,64.99,2025-03-10
2046,192,524,7,139.99,2024-01-12
2047,143,519,9,149.99,2026-01-07
2048,135,534,4,159.99,2024-06-01
2049,198,512,12,74.99,2025-02-15
2050,179,543,2,79.99,2025-08-01
2051,194,506,11,24.99,2025-05-04
2052,174,506,4,24.99,2024-07-11
2053,130,541,3,124.99,2025-08-04
2054,127,514,3,64.99,2025-03-17
2055,145,545,4,109.99,2024-09-10
2056,117,536,9,29.99,2024-04-26
2057,124,518,4,109.99,2024-09-01
2058,142,523,1,44.99,2024-05-02
2059,103,529,7,24.99,2024-11-20
2060,116,531,7,99.99,2024-02-29
2061,114,518,8,109.99,2025-03-23
2062,107,519,4,149.99,2025-08-12
2063,119,513,2,129.99,2024-07-29
2064,104,530,2,179.99,2024-08-18
2065,106,514,9,64.99,2025-09-02
2066,186,546,6,39.99,2026-02-23
2067,150,527,8,54.99,2024-05-29
2068,156,510,8,44.99,2025-05-18
2069,143,503,3,19.99,2026-03-11
2070,165,514,2,64.99,2025-08-07
2071,185,514,3,64.99,2025-07-10
2072,167,549,12,179.99,2026-01-08
2073,198,548,5,59.99,2026-03-25
2074,175,535,1,89.99,2024-08-10
2075,163,548,6,59.99,2024-04-26
2076,110,511,1,54.99,2025-12-06
2077,189,539,9,189.99,2024-01-10
2078,168,546,2,39.99,2025-04-27
2079,117,521,10,79.99,2025-11-12
2080,197,523,11,44.99,2024-04-01
2081,120,514,10,64.99,2024-01-31
2082,144,516,3,94.99,2025-08-18
2083,147,542,4,299.99,2025-12-15
2084,138,512,1,74.99,2024-10-02
2085,174,545,2,109.99,2025-03-23
2086,137,526,6,34.99,2026-02-28
2087,116,548,8,59.99,2024-08-01
2088,184,536,5,29.99,2024-04-15
2089,105,506,4,24.99,2024-08-01
2090,129,531,7,99.99,2026-02-08
2091,110,539,6,189.99,2024-12-13
2092,114,509,9,34.99,2025-05-14
2093,119,533,2,44.99,2025-07-02
2094,183,521,1,79.99,2025-02-23
2095,170,518,3,109.99,2025-05-04
2096,192,543,12,79.99,2025-08-14
2097,198,535,1,89.99,2024-05-05
2098,186,549,2,179.99,2025-06-28
2099,121,536,3,29.99,2024-09-20
2100,118,543,12,79.99,2024-03-05
2101,174,527,9,54.99,2025-07-04
2102,121,518,3,109.99,2024-03-04
2103,130,503,12,19.99,2024-01-18
2104,180,519,6,149.99,2025-07-29
2105,162,533,7,44.99,2025-01-08
2106,191,525,10,249.99,2024-05-07
2107,174,522,8,169.99,2026-03-23
2108,171,535,4,89.99,2025-12-19
2109,137,524,10,139.99,2026-02-12
2110,177,501,1,29.99,2025-04-01
2111,131,505,2,15.99,2025-05-15
2112,151,547,5,269.99,2026-01-30
2113,146,510,8,44.99,2026-03-13
2114,199,501,5,29.99,2025-04-08
2115,155,506,8,24.99,2025-11-23
2116,111,522,5,169.99,2024-01-30
2117,114,519,5,149.99,2025-04-28
2118,170,533,4,44.99,2024-03-02
2119,126,536,4,29.99,2024-09-11
2120,189,545,5,109.99,2025-05-02
2121,170,519,8,149.99,2026-03-13
2122,112,505,8,15.99,2024-08-12
2123,169,510,7,44.99,2024-04-12
2124,140,515,2,84.99,2025-07-31
2125,124,524,2,139.99,2025-06-23
2126,194,542,12,299.99,2025-08-23
2127,103,538,7,64.99,2025-07-01
2128,180,542,4,299.99,2024-07-12
2129,167,540,10,54.99,2024-08-05
2130,178,501,9,29.99,2025-02-14
2131,174,534,9,159.99,2024-07-22
2132,182,535,4,89.99,2024-09-27
2133,177,540,6,54.99,2024-01-03
2134,199,532,11,74.99,2025-01-19
2135,169,541,7,124.99,2024-03-19
2136,192,547,10,269.99,2024-06-26
2137,179,540,7,54.99,2025-08-05
2138,123,536,5,29.99,2025-09-21
2139,180,533,4,44.99,2025-12-31
2140,192,514,2,64.99,2024-11-16
2141,102,542,2,299.99,2026-03-28
2142,103,525,4,249.99,2025-05-21
2143,137,542,10,299.99,2024-04-30
2144,191,521,10,79.99,2026-03-16
2145,113,529,3,24.99,2024-08-01
2146,129,522,6,169.99,2025-02-17
2147,124,503,8,19.99,2025-08-27
2148,134,540,8,54.99,2025-02-27
2149,137,510,9,44.99,2025-01-19
2150,157,519,2,149.99,2025-03-09
2151,144,505,10,15.99,2024-07-31
2152,165,542,10,299.99,2025-05-17
2153,173,512,4,74.99,2026-03-08
2154,154,512,10,74.99,2025-04-26
2155,115,546,10,39.99,2025-04-27
2156,188,518,2,109.99,2024-07-04
2157,123,544,3,149.99,2024-06-23
2158,134,547,7,269.99,2025-04-29
2159,161,528,10,119.99,2024-08-03
2160,184,530,9,179.99,2024-11-05
2161,134,540,7,54.99,2024-01-27
2162,135,520,8,59.99,2025-01-05
2163,101,517,2,29.99,2025-07-29
2164,110,533,4,44.99,2026-03-30
2165,196,548,8,59.99,2024-11-23
2166,172,517,5,29.99,2024-03-11
2167,158,541,10,124.99,2026-01-24
2168,136,506,3,24.99,2024-06-18
2169,178,508,12,199.99,2024-03-18
2170,103,538,4,64.99,2025-01-26
2171,162,502,12,49.99,2024-02-03
2172,185,509,5,34.99,2024-08-10
2173,126,528,8,119.99,2025-06-01
2174,131,509,5,34.99,2024-05-20
2175,181,542,1,299.99,2024-06-01
2176,110,540,2,54.99,2024-08-23
2177,163,528,1,119.99,2025-06-26
2178,130,521,1,79.99,2024-06-12
2179,199,514,12,64.99,2024-06-25
2180,170,527,7,54.99,2025-12-09
2181,184,505,1,15.99,2025-01-06
2182,168,521,4,79.99,2025-06-02
2183,185,541,2,124.99,2024-06-04
2184,142,525,2,249.99,2026-03-10
2185,137,527,6,54.99,2025-09-18
2186,178,514,6,64.99,2024-11-14
2187,176,538,7,64.99,2024-04-07
2188,162,510,6,44.99,2026-02-28
2189,152,541,1,124.99,2024-08-27
2190,135,522,10,169.99,2025-08-09
2191,149,539,11,189.99,2024-12-07
2192,125,520,1,59.99,2024-07-28
2193,197,541,4,124.99,2025-11-21
2194,173,534,10,159.99,2025-03-18
2195,135,539,4,189.99,2025-05-04
2196,172,543,5,79.99,2025-07-21
2197,187,526,11,34.99,2025-02-07
2198,120,512,6,74.99,2024-03-24
2199,183,536,12,29.99,2025-03-02
2200,179,508,8,199.99,2025-07-24
2201,103,514,1,64.99,2024-09-19
2202,193,549,3,179.99,2025-04-15
2203,140,517,5,29.99,2025-07-17
2204,164,508,6,199.99,2025-12-14
2205,190,543,3,79.99,2025-09-17
2206,183,525,11,249.99,2025-08-23
2207,140,531,1,99.99,2025-03-06
2208,173,519,11,149.99,2024-09-06
2209,129,533,2,44.99,2024-07-03
2210,168,545,6,109.99,2024-03-24
2211,156,540,3,54.99,2024-01-06
2212,145,540,8,54.99,2025-07-21
2213,194,535,10,89.99,2024-07-05
2214,156,532,2,74.99,2025-12-19
2215,140,542,12,299.99,2024-05-25
2216,166,510,6,44.99,2024-03-09
2217,194,503,9,19.99,2025-02-25
2218,175,548,2,59.99,2024-04-14
2219,175,501,8,29.99,2025-10-05
2220,124,509,6,34.99,2026-01-23
2221,155,528,3,119.99,2024-03-25
2222,152,507,9,89.99,2025-04-22
2223,144,541,9,124.99,2024-06-23
2224,115,517,6,29.99,2024-03-10
2225,131,513,6,129.99,2024-02-01
2226,114,539,10,189.99,2025-03-25
2227,105,535,8,89.99,2025-05-02
2228,141,528,1,119.99,2025-10-07
2229,145,541,8,124.99,2024-10-07
2230,113,520,5,59.99,2026-02-06
